,product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent,tags,seller_address,meta_description,meta_keyword
21818,Men Colourblocked Playful Splicing Tshirt,HERE&NOW,4.5,20,899,314,"S,M,L,XL",tshirts/herenow/herenow-men-maroon-colourblocked-playful-splicing-tshirt/15804628/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15804628/2022/4/11/c911eb56-cd14-4fce-b2d8-9f4e8215bb931649675141970HERENOWMenMaroonMustardYellowColourblockedPureCottonCasualT-1.jpg",tshirts,herenow,585,65,"clothing,men-clothing,tshirts,here-and-now-tshirts",Delhi - 110001,Buy HERE&NOW Men Maroon Colourblocked Playful Splicing Tshirt - Tshirts for Men from HERE&NOW at Rs. 359. Style ID: 15804628,"HERE&NOW Men Maroon Colourblocked Playful Splicing Tshirt,  HERE&NOW, Tshirts, Topwear, Apparel, Apparel for Men, Buy HERE&NOW Men Maroon Colourblocked Playful Splicing Tshirt Online in India, Buy Tshirts at best price"
21819,Women Embellished Co-ords Set,JC Collection,2.8,4,6299,4724,"S,M,L,XL,XXL",co-ords/jc-collection/jc-collection-women-orange--beige-embellished-co-ords-set/17348836/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17348836/2022/3/2/2ded0746-7c13-409d-bee2-78522a13041e1646222842120JCCollectionWomenOrangeClothingSet1.jpg",co-ords,jc-collection,1575,25,"clothing,women-clothing,co-ords,jc-collection-co-ords",Delhi - 110020,Buy JC Collection Women Orange & Beige Embellished Co Ords Set - Co Ords for Women from JC Collection at Rs. 5039. Style ID: 17348836,"JC Collection Women Orange & Beige Embellished Co Ords Set,  JC Collection, Co Ords, Apparel Set, Apparel, Apparel for Women, Buy JC Collection Women Orange & Beige Embellished Co Ords Set Online in India, Buy Co Ords at best price"
21820,Cotton Slim Fit Formal Shirt,Hancock,0.0,0,2299,1609,"S,M,L,XL",shirts/hancock/hancock-women-beige--white-pure-cotton-slim-fit-striped-formal-shirt/17984180/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17984180/2022/5/12/19761724-c9ad-4c2a-ba3b-a9089a71b71b1652336591374-Hancock-Women-Shirts-6291652336590756-1.jpg",shirts,hancock,690,30,"clothing,women-clothing,shirts,hancock-shirts",Delhi - 110041,Buy Hancock Women Beige & White Pure Cotton Slim Fit Striped Formal Shirt - Shirts for Women from Hancock at Rs. 1103. Style ID: 17984180,"Hancock Women Beige & White Pure Cotton Slim Fit Striped Formal Shirt,  Hancock, Shirts, Topwear, Apparel, Apparel for Women, Buy Hancock Women Beige & White Pure Cotton Slim Fit Striped Formal Shirt Online in India, Buy Shirts at best price"
21821,Solid A-Line Layered Kurta,Ahalyaa,4.1,1100,2570,1028,"S,M,L,XL,XXL",kurtas/ahalyaa/ahalyaa-women-navy-blue-solid-a-line-layered-kurta/7706979/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7706979/2018/12/17/2f5e3acd-2f2d-4685-921c-c819780750a61545031911102-Ahalyaa-Women-Kurtas-5441545031909608-1.jpg",kurtas,ahalyaa,1542,60,"clothing,women-clothing,kurtas,ahalyaa-kurtas",Gujarat - 394230,Buy Ahalyaa Women Navy Blue Solid A Line Layered Kurta - Kurtas for Women from Ahalyaa at Rs. 976. Style ID: 7706979,"Ahalyaa Women Navy Blue Solid A Line Layered Kurta,  Ahalyaa, Kurtas, Topwear, Apparel, Apparel for Women, Buy Ahalyaa Women Navy Blue Solid A Line Layered Kurta Online in India, Buy Kurtas at best price"
21822,Women T-Strap Flats,Vishudh,4.2,30,998,449,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/vishudh/vishudh-women-green-woven-design-t-strap-flats/15778416/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15778416/2021/10/9/fc60e00e-d902-4f4b-a66a-9ca641e969e41633756048695VishudhWomenGreenOpenToeFlats1.jpg",flats,vishudh,549,55,"footwear,women-footwear,flats,vishudh-flats",Delhi - 110001,Buy Vishudh Women Green Woven Design T Strap Flats - Flats for Women from Vishudh at Rs. 349. Style ID: 15778416,"Vishudh Women Green Woven Design T Strap Flats,  Vishudh, Flats, Shoes, Footwear, Footwear for Women, Buy Vishudh Women Green Woven Design T Strap Flats Online in India, Buy Flats at best price"
21823,Pack Of 2 Cotton Lounge Pant,Dreamz by Pantaloons,0.0,0,1249,874,"S,M,L,XL,XXL",lounge-pants/dreamz-by-pantaloons/-dreamz-by-pantaloons-pack-of-2-printed-cotton-lounge-pant/18346876/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18346876/2022/5/20/244c8fb6-e7dd-4134-a24e-fb19805ea74e1653033696326Pyjamas1.jpg",lounge-pants,dreamz-by-pantaloons,375,30,"clothing,women-clothing,lounge-pants,dreamz-by-pantaloons-lounge-pants",Karnataka - 560044,Buy Dreamz By Pantaloons Pack Of 2 Printed Cotton Lounge Pant - Lounge Pants for Women from Dreamz By Pantaloons at Rs. 874. Style ID: 18346876,"Dreamz By Pantaloons Pack Of 2 Printed Cotton Lounge Pant,  Dreamz By Pantaloons, Lounge Pants, Loungewear And Nightwear, Apparel, Apparel for Women, Buy Dreamz By Pantaloons Pack Of 2 Printed Cotton Lounge Pant Online in India, Buy Lounge Pants at best price"
21824,Women Solid Open Toe Flats,DressBerry,3.5,14,1899,759,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/dressberry/dressberry-women-coral-pink-solid-open-toe-flats/15016886/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15016886/2021/9/18/9b064693-c5ee-4466-9360-97ca703f1d841631939354186-DressBerry-Women-Flats-7761631939353792-1.jpg",flats,dressberry,1140,60,"footwear,women-footwear,flats,dressberry-flats",Delhi - 110019,Buy DressBerry Women Coral Pink Solid Open Toe Flats - Flats for Women from DressBerry at Rs. 759. Style ID: 15016886,"DressBerry Women Coral Pink Solid Open Toe Flats,  DressBerry, Flats, Shoes, Footwear, Footwear for Women, Buy DressBerry Women Coral Pink Solid Open Toe Flats Online in India, Buy Flats at best price"
21825,Kiss Lip Lipstick - 90,Fashion Colour,0.0,0,299,299,Onesize,lipstick/fashion-colour/fashion-colour-kiss-lip-no-transfer-waterproof-lipstick-26-g---light-mocha-90/18435490/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18435490/2022/6/13/46043430-005a-4815-8615-2b5d6b79517b1655100591510FashionColourKissLipNo-TransferWaterproofLipstick26g-LightMo1.jpg",lipstick,fashion-colour,0,0,"personal-care,women-personal-care,lipstick,fashion-colour-lipstick",DELHI - 110033,Buy Fashion Colour Kiss Lip No Transfer Waterproof Lipstick 2.6 G   Light Mocha 90 - Lipstick for Women from Fashion Colour at Rs. 299. Style ID: 18435490,"Fashion Colour Kiss Lip No Transfer Waterproof Lipstick 2.6 G   Light Mocha 90,  Fashion Colour, Lipstick, Lips, Personal Care, Personal Care for Women, Buy Fashion Colour Kiss Lip No Transfer Waterproof Lipstick 2.6 G   Light Mocha 90 Online in India, Buy Lipstick at best price"
21826,Women Printed Kurta,DESI BEATS,0.0,0,2999,2999,"S,M,L,XL,XXL",kurtas/desi-beats/desi-beats-women-blue-printed-kurta/18060838/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18060838/2022/5/23/43df703e-2594-4fa4-a98a-f3f5993d85771653295738723TopsSCOUPWomenKurtaSetsAMIRASINDIANETHNICWEARWomenKurtaSetsA1.jpg",kurtas,desi-beats,0,0,"clothing,women-clothing,kurtas,desi-beats-kurtas",Rajasthan - 302022,Buy DESI BEATS Women Blue Printed Kurta - Kurtas for Women from DESI BEATS at Rs. 1049. Style ID: 18060838,"DESI BEATS Women Blue Printed Kurta,  DESI BEATS, Kurtas, Topwear, Apparel, Apparel for Women, Buy DESI BEATS Women Blue Printed Kurta Online in India, Buy Kurtas at best price"
21827,Men Slim Fit Casual Shirt,Jack & Jones,4.7,17,2499,1249,"38,39,40,42,44",shirts/jack--jones/jack--jones-men-black-slim-fit-checked-cotton-casual-shirt/15533706/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15533706/2021/12/1/c208fba4-d015-4a09-a38c-343ea1a87b9a1638367863596JackJonesMenBlackWindowpaneCheckedSlimFitCasualShirt1.jpg",shirts,jack--jones,1250,50,"clothing,men-clothing,shirts,jack-and-jones-shirts",Punjab - 160062,Buy Jack & Jones Men Black Slim Fit Checked Cotton Casual Shirt - Shirts for Men from Jack & Jones at Rs. 1249. Style ID: 15533706,"Jack & Jones Men Black Slim Fit Checked Cotton Casual Shirt,  Jack & Jones, Shirts, Topwear, Apparel, Apparel for Men, Buy Jack & Jones Men Black Slim Fit Checked Cotton Casual Shirt Online in India, Buy Shirts at best price"
21828,Men Satin Tie,H&M,4.6,70,799,799,Onesize,ties/hm/hm-men-black-solid-satin-tie/11936516/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/6/12/cfac4ec1-9a65-4905-add3-fff9837bc4ef1591912375975-1.jpg",ties,hm,0,0,"accessories,men-accessories,ties,h-and-m-ties",Not Mentioned,"H&M Men Black Solid Satin Tie,  H&M, Ties, Ties, Accessories, Accessories for Men, Buy H&M Men Black Solid Satin Tie Online in India, Buy Ties at best price","H&M Men Black Solid Satin Tie,  H&M, Ties, Ties, Accessories, Accessories for Men, Buy H&M Men Black Solid Satin Tie Online in India, Buy Ties at best price"
21829,Flare Pink L-46 Lipliner,Miss Claire,4.3,369,65,65,Onesize,lip-liner/miss-claire/miss-claire-flare-pink-l-46-glimmersticks-lipliner/14274578/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14274578/2021/6/15/4fc114f4-fafb-4332-99c3-6fdba4b2e23b1623761377634-Miss-Claire-Women-Lip-Liner-761623761377530-1.jpg",lip-liner,miss-claire,0,0,"personal-care,women-personal-care,lip-liner,miss-claire-lip-liner",Delhi - 110020,Buy Miss Claire Flare Pink L 46 Glimmersticks Lipliner - Lip Liner for Women from Miss Claire at Rs. 65. Style ID: 14274578,"Miss Claire Flare Pink L 46 Glimmersticks Lipliner,  Miss Claire, Lip Liner, Lips, Personal Care, Personal Care for Women, Buy Miss Claire Flare Pink L 46 Glimmersticks Lipliner Online in India, Buy Lip Liner at best price"
21830,Men Printed Polo Collar Slim Fit T-shirt,U.S. Polo Assn.,4.4,47,1999,1979,"S,M,L,XL,XXL",tshirts/us-polo-assn/u-s-polo-assn-men-navy-blue-printed-polo-collar-pure-cotton-slim-fit-t-shirt/17427952/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17427952/2022/3/29/7c33a4a4-256e-40b8-afa7-36763d92d2de1648550479267-U-S-Polo-Assn-Men-Navy-Blue-Printed-Polo-Collar-Pure-Cotton--1.jpg",tshirts,us-polo-assn,20,1,"clothing,men-clothing,tshirts,u.s.-polo-assn.-tshirts",Not Mentioned,Buy U S Polo Assn Men Navy Blue Printed Polo Collar Pure Cotton Slim Fit T Shirt - Tshirts for Men from U.S. Polo Assn. at Rs. 1499. Style ID: 17427952,"U S Polo Assn Men Navy Blue Printed Polo Collar Pure Cotton Slim Fit T Shirt,  U.S. Polo Assn., Tshirts, Topwear, Apparel, Apparel for Men, Buy U S Polo Assn Men Navy Blue Printed Polo Collar Pure Cotton Slim Fit T Shirt Online in India, Buy Tshirts at best price"
21831,Men Dri-FIT Polo Collar Applique T-shirt,Campus Sutra,3.9,19,1499,674,"S,M,L,XL",tshirts/campus-sutra/campus-sutra-men-black-polo-collar-dri-fit-applique-running-t-shirt/16482204/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16482204/2021/12/12/8491194a-0567-47de-b5dd-012b1f0219461639321586912CampusSutraMenBlackPoloCollarDri-FITAppliqueRunningT-shirt1.jpg",tshirts,campus-sutra,825,55,"clothing,men-clothing,tshirts,campus-sutra-tshirts",Delhi - 110001,Buy Campus Sutra Men Black Polo Collar Dri FIT Applique Running T Shirt - Tshirts for Men from Campus Sutra at Rs. 629. Style ID: 16482204,"Campus Sutra Men Black Polo Collar Dri FIT Applique Running T Shirt,  Campus Sutra, Tshirts, Topwear, Apparel, Apparel for Men, Buy Campus Sutra Men Black Polo Collar Dri FIT Applique Running T Shirt Online in India, Buy Tshirts at best price"
21832,Women Structured Sling Bag,Van Heusen,0.0,0,2299,1954,Onesize,handbags/van-heusen/van-heusen-women-rose-animal-printed-pu-structured-sling-bag/18193282/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18193282/2022/5/20/9212b00c-d66a-45b2-b442-466a5af8164f1653030111971-Van-Heusen-Women-Handbags-4681653030111394-1.jpg",handbags,van-heusen,345,15,"accessories,women-accessories,handbags,van-heusen-handbags",Delhi - 110002,Buy Van Heusen Women Rose Animal Printed PU Structured Sling Bag - Handbags for Women from Van Heusen at Rs. 1724. Style ID: 18193282,"Van Heusen Women Rose Animal Printed PU Structured Sling Bag,  Van Heusen, Handbags, Bags, Accessories, Accessories for Women, Buy Van Heusen Women Rose Animal Printed PU Structured Sling Bag Online in India, Buy Handbags at best price"
21833,Men Embroidered Kurta,Jompers,3.8,152,2099,902,"S,M,L,XL,XXL",kurtas/jompers/jompers-men-mustard-geometric-embroidered-pure-cotton-kurta/15455666/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15455666/2021/9/14/5b5bac7e-55ec-4cf8-815b-40cdbb7d61cf1631637461054JompersMenMustardYellowThreadWorkKurta1.jpg",kurtas,jompers,1197,57,"clothing,men-clothing,kurtas,jompers-kurtas",Delhi - 110033,Buy Jompers Men Mustard Geometric Embroidered Pure Cotton Kurta - Kurtas for Men from Jompers at Rs. 860. Style ID: 15455666,"Jompers Men Mustard Geometric Embroidered Pure Cotton Kurta,  Jompers, Kurtas, Topwear, Apparel, Apparel for Men, Buy Jompers Men Mustard Geometric Embroidered Pure Cotton Kurta Online in India, Buy Kurtas at best price"
21834,Cotton Denim Jacket,Roadster,4.5,10,3199,1599,"XS,S,M,L,XL",jackets/roadster/roadster-women-navy-blue-solid-pure-cotton-denim-jacket/14536040/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14536040/2022/1/7/76f78e74-9363-462b-9546-90e4dac265211641554215777-Roadster-Women-Navy-Blue-Denim-Jacket-1451641554215153-1.jpg",jackets,roadster,1600,50,"clothing,women-clothing,jackets,roadster-jackets",Haryana - 122102,Buy Roadster Women Navy Blue Solid Pure Cotton Denim Jacket - Jackets for Women from Roadster at Rs. 1919. Style ID: 14536040,"Roadster Women Navy Blue Solid Pure Cotton Denim Jacket,  Roadster, Jackets, Topwear, Apparel, Apparel for Women, Buy Roadster Women Navy Blue Solid Pure Cotton Denim Jacket Online in India, Buy Jackets at best price"
21835,Men Striped T-shirt,Mast & Harbour,5.0,5,999,549,"S,M,L,XL",tshirts/mast--harbour/mast--harbour-men-navy-blue--green-striped-t-shirt/17403910/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17403910/2022/5/2/e1bff2de-0242-459d-961c-5addf645f2f81651490565432-Mast--Harbour-Men-Tshirts-9051651490564841-1.jpg",tshirts,mast--harbour,450,45,"clothing,men-clothing,tshirts,mast-and-harbour-tshirts",Karnataka - 560029,Buy Mast & Harbour Men Navy Blue & Green Striped T Shirt - Tshirts for Men from Mast & Harbour at Rs. 549. Style ID: 17403910,"Mast & Harbour Men Navy Blue & Green Striped T Shirt,  Mast & Harbour, Tshirts, Topwear, Apparel, Apparel for Men, Buy Mast & Harbour Men Navy Blue & Green Striped T Shirt Online in India, Buy Tshirts at best price"
21836,Solid Henley Neck Pure Cotton T-shirt,WROGN,4.2,542,1499,824,"S,M,L,XL",tshirts/wrogn/wrogn-men-black-solid-henley-neck-pure-cotton-t-shirt/2339466/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2339466/2018/2/7/11517988521671-WROGN-Men-Tshirts-4031517988521487-1.jpg",tshirts,wrogn,675,45,"clothing,men-clothing,tshirts,wrogn-tshirts",Delhi - 110001,Buy WROGN Men Black Solid Henley Neck Pure Cotton T Shirt - Tshirts for Men from WROGN at Rs. 824. Style ID: 2339466,"WROGN Men Black Solid Henley Neck Pure Cotton T Shirt,  WROGN, Tshirts, Topwear, Apparel, Apparel for Men, Buy WROGN Men Black Solid Henley Neck Pure Cotton T Shirt Online in India, Buy Tshirts at best price"
21837,Unisex Square Sunglasses with UV Protected Lens,Voyage,0.0,0,4999,1200,L,sunglasses/voyage/voyage-unisex-black-lens--black-square-sunglasses-with-uv-protected-lens/17838026/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17838026/2022/5/10/c47258a4-1c2b-43d2-981d-6b678d46694f1652178179424-Voyage-Unisex-Black-Lens--Black-Square-Sunglasses-with-UV-Pr-1.jpg",sunglasses,voyage,3799,75,"accessories,unisex-accessories,sunglasses,voyage-sunglasses",Delhi - 110085,Buy Voyage Unisex Black Lens & Black Square Sunglasses With UV Protected Lens - Sunglasses for Unisex from Voyage at Rs. 1200. Style ID: 17838026,"Voyage Unisex Black Lens & Black Square Sunglasses With UV Protected Lens,  Voyage, Sunglasses, Eyewear, Accessories, Accessories for Unisex, Buy Voyage Unisex Black Lens & Black Square Sunglasses With UV Protected Lens Online in India, Buy Sunglasses at best price"
21838,Girls Printed Co-Ord Set,Naughty Ninos,4.3,54,1499,704,"3-4Y,4-5Y,5-6Y,6-7Y,7-8Y",clothing-set/naughty-ninos/naughty-ninos-girls-navy-blue--white-floral-print-co-ord-set/12276360/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/8/13/bdeee7f4-bb11-439c-b9b7-e0c03036ce251597268858503-1.jpg",clothing-set,naughty-ninos,795,53,"clothing,girls-clothing,clothing-set,naughty-ninos-clothing-set",Haryana - 122004,Buy Naughty Ninos Girls Navy Blue & White Floral Print Co Ord Set - Clothing Set for Girls from Naughty Ninos at Rs. 704. Style ID: 12276360,"Naughty Ninos Girls Navy Blue & White Floral Print Co Ord Set,  Naughty Ninos, Clothing Set, Apparel Set, Apparel, Apparel for Girls, Buy Naughty Ninos Girls Navy Blue & White Floral Print Co Ord Set Online in India, Buy Clothing Set at best price"
21839,Men Sneakers,bacca bucci,4.2,435,2499,1399,"UK6,UK7,UK8,UK9,UK10",casual-shoes/bacca-bucci/bacca-bucci-men-grey-colourblocked-sneakers/10860914/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10860914/2022/4/18/422b2359-a3f3-4581-97c2-7d3079b46d641650284997781baccabucciMenGreyColourblockedSneakers1.jpg",casual-shoes,bacca-bucci,1100,44,"footwear,men-footwear,casual-shoes,bacca-bucci-casual-shoes",Not Mentioned,Buy Bacca Bucci Men Grey Colourblocked Sneakers - Casual Shoes for Men from Bacca Bucci at Rs. 1399. Style ID: 10860914,"Bacca Bucci Men Grey Colourblocked Sneakers,  Bacca Bucci, Casual Shoes, Shoes, Footwear, Footwear for Men, Buy Bacca Bucci Men Grey Colourblocked Sneakers Online in India, Buy Casual Shoes at best price"
21840,Women Striped Kurta with Trousers,Vishudh,3.8,28,2399,1055,"S,M,L,XL,XXL",kurta-sets/vishudh/vishudh-women-blue-striped-thread-work-pure-cotton-kurta-with-trousers/16858500/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16858500/2022/1/17/3ab133af-500e-48d3-adcb-84de8ac90cc61642438231413KurtaSets1.jpg",kurta-sets,vishudh,1344,56,"clothing,women-clothing,kurta-sets,vishudh-kurta-sets",Delhi - 110001,Buy Vishudh Women Blue Striped Thread Work Pure Cotton Kurta With Trousers - Kurta Sets for Women from Vishudh at Rs. 791. Style ID: 16858500,"Vishudh Women Blue Striped Thread Work Pure Cotton Kurta With Trousers,  Vishudh, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy Vishudh Women Blue Striped Thread Work Pure Cotton Kurta With Trousers Online in India, Buy Kurta Sets at best price"
21841,Ombre Satin Saree,Swtantra,0.0,0,2999,2789,Pack,sarees/swtantra/swtantra-green--blue-ombre-satin-saree/18323574/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18323574/2022/5/18/2019793b-1101-4a42-b885-575d7d33c3741652887135657SwtantraWomenGreenSarees1.jpg",sarees,swtantra,210,7,"clothing,women-clothing,sarees,swtantra-sarees",DELHI - 110019,Buy Swtantra Green & Blue Ombre Satin Saree - Sarees for Women from Swtantra at Rs. 2789. Style ID: 18323574,"Swtantra Green & Blue Ombre Satin Saree,  Swtantra, Sarees, Saree, Apparel, Apparel for Women, Buy Swtantra Green & Blue Ombre Satin Saree Online in India, Buy Sarees at best price"
21842,Men Leather Slip-Ons,Eego Italy,4.0,42,999,979,"UK6,UK7,UK8,UK9,UK10",formal-shoes/eego-italy/eego-italy-men-black-formal-leather-slip-ons/7212948/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7212948/2018/8/23/3326bd3d-fb66-497c-adac-a857aeed98d41535017653488-Eego-Italy-Stylish-Formal-Shoes-2501535017653334-1.jpg",formal-shoes,eego-italy,20,2,"footwear,men-footwear,formal-shoes,eego-italy-formal-shoes",Uttar Pradesh - 282001,Buy Eego Italy Men Black Formal Leather Slip Ons - Formal Shoes for Men from Eego Italy at Rs. 979. Style ID: 7212948,"Eego Italy Men Black Formal Leather Slip Ons,  Eego Italy, Formal Shoes, Shoes, Footwear, Footwear for Men, Buy Eego Italy Men Black Formal Leather Slip Ons Online in India, Buy Formal Shoes at best price"
21843,Slim Fit Casual Shirt,V Dot,0.0,0,2599,1793,"38,39,40,42",shirts/v-dot/v-dot-men-grey-slim-fit-buffalo-checks-checked-casual-shirt/18141792/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18141792/2022/5/4/16d9fcb4-4f22-4c66-b8f4-0bb0684702761651659537160VDotMenGreySlimFitBuffaloChecksCheckedCasualShirt1.jpg",shirts,v-dot,806,31,"clothing,men-clothing,shirts,v-dot-shirts",Karnataka - 560044,Buy V Dot Men Grey Slim Fit Buffalo Checks Checked Casual Shirt - Shirts for Men from V Dot at Rs. 1793. Style ID: 18141792,"V Dot Men Grey Slim Fit Buffalo Checks Checked Casual Shirt,  V Dot, Shirts, Topwear, Apparel, Apparel for Men, Buy V Dot Men Grey Slim Fit Buffalo Checks Checked Casual Shirt Online in India, Buy Shirts at best price"
21844,Men Textured Horsebit Mules,House of Pataudi,0.0,0,2999,1949,"UK6,UK7,UK8,UK9,UK10",casual-shoes/house-of-pataudi/house-of-pataudi-men-navy-blue-croc-textured-handcrafted-horsebit-mules/17047006/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17047006/2022/5/20/14cc480d-cc81-496f-a5a8-155cf38806301653031993019-House-of-Pataudi-Men-Casual-Shoes-6611653031992684-1.jpg",casual-shoes,house-of-pataudi,1050,35,"footwear,men-footwear,casual-shoes,house-of-pataudi-casual-shoes",Delhi - 110020,Buy House Of Pataudi Men Navy Blue Croc Textured Handcrafted Horsebit Mules - Casual Shoes for Men from House Of Pataudi at Rs. 1649. Style ID: 17047006,"House Of Pataudi Men Navy Blue Croc Textured Handcrafted Horsebit Mules,  House Of Pataudi, Casual Shoes, Shoes, Footwear, Footwear for Men, Buy House Of Pataudi Men Navy Blue Croc Textured Handcrafted Horsebit Mules Online in India, Buy Casual Shoes at best price"
21845,Women Cotton Kurta Set,Shuddhi,0.0,0,2499,2499,"S,M,L,XL,XXL",kurta-sets/shuddhi/shuddhi-women-beige--orange-ethnic-motifs-embroidered-cotton-kurta-with-palazzos/18007678/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18007678/2022/4/23/8ac0819e-2d8d-457e-917b-dd3a111935591650713389973ShuddhiWomenMulticolouredEmbroideredPureCottonKurtawithPalaz1.jpg",kurta-sets,shuddhi,0,0,"clothing,women-clothing,kurta-sets,shuddhi-kurta-sets",RAJASTHAN - 302016,Buy Shuddhi Women Beige & Orange Ethnic Motifs Embroidered Cotton Kurta With Palazzos - Kurta Sets for Women from Shuddhi at Rs. 2499. Style ID: 18007678,"Shuddhi Women Beige & Orange Ethnic Motifs Embroidered Cotton Kurta With Palazzos,  Shuddhi, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy Shuddhi Women Beige & Orange Ethnic Motifs Embroidered Cotton Kurta With Palazzos Online in India, Buy Kurta Sets at best price"
21846,Women Yoke Design Kurta Set,Inddus,4.1,80,7899,3238,"XS,S,M,L,XL,XXL",kurta-sets/inddus/inddus-women-maroon-yoke-design-pleated-gotta-patti-kurta-with-sharara--dupatta/14224868/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14224868/2021/7/9/9cd8c218-bf03-441e-b848-02390837193e1625809363273-Inddus-Women-Maroon-Yoke-Design-Pleated-Gotta-Patti-Kurta-wi-1.jpg",kurta-sets,inddus,4661,59,"clothing,women-clothing,kurta-sets,inddus-kurta-sets",Gujarat - 395007,Buy Inddus Women Maroon Yoke Design Pleated Gotta Patti Kurta With Sharara & Dupatta - Kurta Sets for Women from Inddus at Rs. 2606. Style ID: 14224868,"Inddus Women Maroon Yoke Design Pleated Gotta Patti Kurta With Sharara & Dupatta,  Inddus, Kurta Sets, Apparel Set, Apparel, Apparel for Women, Buy Inddus Women Maroon Yoke Design Pleated Gotta Patti Kurta With Sharara & Dupatta Online in India, Buy Kurta Sets at best price"
21847,Men Brand Print Lounge Joggers,U.S. Polo Assn.,4.0,29,1499,1424,"S,M,L,XL,XXL",lounge-pants/us-polo-assn/us-polo-assn-men-navy-blue-brand-logo-printed-lounge-joggers/11138506/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11138506/2021/8/27/9eff1c31-1763-47ac-999f-d6bae6760eb71630053359185-US-Polo-Assn-Men-Navy-Blue-Brand-Printed-Lounge-Joggers-5141-1.jpg",lounge-pants,us-polo-assn,75,5,"clothing,men-clothing,lounge-pants,u.s.-polo-assn.-lounge-pants",Delhi - 110020,Buy U.S. Polo Assn. Men Navy Blue Brand Logo Printed Lounge Joggers - Lounge Pants for Men from U.S. Polo Assn. at Rs. 1349. Style ID: 11138506,"U.S. Polo Assn. Men Navy Blue Brand Logo Printed Lounge Joggers,  U.S. Polo Assn., Lounge Pants, Loungewear And Nightwear, Apparel, Apparel for Men, Buy U.S. Polo Assn. Men Navy Blue Brand Logo Printed Lounge Joggers Online in India, Buy Lounge Pants at best price"
